track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRK2A31C955C2,0.408,0.771,7,-5.18,0,0.032,0.038,0.146,0.395,0.228,121.7,4
TRK870BCD12F3,0.819,0.692,7,-5.34,1,0.105,0.095,0.098,0.1,0.505,103.4,4
TRKBF2808807E,0.617,0.427,4,-2.64,1,0.058,0.311,0.0,0.285,0.741,120.2,4
TRK9422BF8C3B,0.35,1.0,8,-4.52,1,0.009,0.0,0.024,0.248,0.387,157.3,4
TRK2479CED3B1,0.442,0.833,6,-2.99,1,0.073,0.117,0.035,0.211,0.715,154.3,4
TRK3D930A767C,0.797,0.812,0,-2.94,1,0.038,0.131,0.0,0.182,0.779,117.4,4
TRK5C7EFC6518,0.395,0.679,8,-3.7,1,0.005,0.402,0.039,0.162,0.548,124.0,4
TRK3729831F8D,0.532,0.671,6,-6.07,0,0.055,0.214,0.039,0.02,0.398,97.4,4
TRK6E688BA2FE,0.818,0.688,0,-6.23,1,0.094,0.314,0.0,0.039,0.75,105.3,4
TRKA7A0266BCA,0.657,0.805,9,-2.96,1,0.055,0.051,0.0,0.197,0.789,114.8,4
TRKE1E203A96D,0.663,0.667,8,-10.04,0,0.052,0.285,0.131,0.128,0.551,98.1,4
TRK1C2EC3368E,0.667,0.901,3,-6.82,1,0.086,0.029,0.029,0.198,0.873,153.0,5
TRKD53C4BFEC5,0.763,0.611,9,-6.01,1,0.138,0.0,0.075,0.132,0.514,100.3,4
TRK8D8C893F18,0.546,0.654,0,-6.4,1,0.0,0.262,0.048,0.228,0.894,103.1,4
TRKDE86275915,0.721,0.818,7,-6.77,0,0.112,0.217,0.218,0.143,0.425,114.1,4
TRK0A7D28F1AD,0.394,0.195,0,-16.9,1,0.04,0.808,0.871,0.144,0.604,76.9,4
TRKBBCBD126C1,0.548,0.767,3,-11.04,1,0.048,0.344,0.117,0.146,0.592,81.9,4
TRK02C3B13556,0.757,0.798,0,-3.66,0,0.044,0.176,0.0,0.193,0.552,145.9,4
TRK3C6A54445E,0.594,0.521,3,-9.38,1,0.122,0.014,0.0,0.101,0.76,97.2,4
TRK344081E827,0.701,0.709,2,-2.14,1,0.007,0.0,0.0,0.034,0.875,108.7,4
TRK45E6D166C9,0.68,0.59,6,-10.46,1,0.192,0.183,0.006,0.187,0.476,88.1,4
TRK8A304ABC1C,0.267,0.5,1,-6.39,1,0.106,0.395,0.128,0.171,0.446,101.0,4
TRK2E020101AE,0.758,0.682,2,-5.69,1,0.02,0.196,0.0,0.154,0.567,97.3,4
TRK64E1967D2B,0.664,0.694,10,-4.68,1,0.092,0.376,0.0,0.121,0.746,98.9,3
TRK696F2CFE99,0.888,0.651,10,-7.66,0,0.24,0.0,0.0,0.062,0.383,104.2,4
TRKA150EB31DF,0.718,0.64,8,-6.09,1,0.102,0.016,0.0,0.164,0.761,109.8,4
TRK47772904C6,0.372,0.178,11,-11.04,1,0.029,0.679,0.662,0.065,0.339,61.5,4
TRKE0CEF8AC21,0.488,0.141,8,-11.59,1,0.064,0.513,0.571,0.087,0.469,80.8,4
TRK3033C92902,0.313,0.289,6,-18.32,1,0.101,0.84,0.694,0.044,0.113,50.0,4
TRK3FB1C72A82,0.667,0.976,6,-7.04,0,0.112,0.008,0.193,0.348,0.781,142.6,4
TRK8BF25D98D7,0.555,0.513,0,-4.26,0,0.0,0.035,0.13,0.151,0.598,91.7,4
TRK3F0C642196,0.611,0.792,4,-6.31,1,0.091,0.027,0.0,0.188,0.642,166.2,4
TRKF00C25BF9A,0.323,1.0,8,-5.68,0,0.078,0.044,0.161,0.315,0.166,137.8,4
TRK00146E8525,0.71,0.807,3,-3.19,0,0.134,0.054,0.111,0.182,0.293,113.6,4
TRK9D1052722E,0.488,0.763,0,-7.7,1,0.045,0.116,0.116,0.252,0.471,132.6,4
TRKEEA5E184C4,0.3,0.843,9,-5.59,1,0.083,0.023,0.431,0.263,0.131,115.7,4
TRK4ACB440E47,0.851,0.949,5,-4.67,1,0.048,0.09,0.261,0.094,0.801,120.2,4
TRKE94C002870,0.873,0.654,4,-9.58,0,0.271,0.276,0.096,0.133,0.406,108.4,4
TRK5961EFC077,0.824,0.709,6,-2.69,1,0.0,0.102,0.005,0.064,0.685,109.2,4
TRKDF79283E11,0.514,0.585,3,-9.78,0,0.011,0.7,0.407,0.227,0.631,79.8,4
TRK53E0D98565,0.436,0.589,0,-8.77,1,0.18,0.222,0.101,0.074,0.363,81.7,4
TRK6244FE8CA5,0.566,0.654,11,-4.71,1,0.017,0.1,0.101,0.217,0.487,113.7,4
TRK5450272202,1.0,0.61,5,-6.13,0,0.108,0.175,0.004,0.172,0.494,113.6,4
TRKA99F104452,0.495,0.549,11,-6.82,0,0.114,0.384,0.0,0.152,0.523,95.8,4
TRK87EB9F6492,0.642,0.827,6,-5.1,1,0.051,0.061,0.242,0.237,0.502,138.6,4
TRK44499E219D,0.704,0.433,5,-14.79,1,0.0,0.431,0.629,0.116,0.453,81.6,4
TRK73232BB6A3,0.473,0.643,4,-6.05,0,0.003,0.386,0.0,0.184,0.886,100.1,4
TRKA63FA6CE9C,0.455,0.985,9,-4.92,0,0.067,0.174,0.0,0.276,0.292,131.0,3
TRKFE57422B48,0.296,0.861,0,-2.19,1,0.031,0.007,0.19,0.365,0.415,155.3,4
TRK48EC63EE68,0.552,0.543,9,-6.41,0,0.104,0.124,0.034,0.132,0.328,88.1,4
TRKB344C6E083,0.495,0.879,5,-3.75,0,0.123,0.219,0.149,0.115,0.657,112.7,4
TRK6016BB22D0,0.931,0.835,0,-5.7,1,0.115,0.195,0.0,0.073,0.611,117.4,4
TRKAD503733ED,0.697,0.741,6,-2.27,0,0.067,0.269,0.032,0.128,0.54,114.1,4
TRKAEAABAE70B,0.646,0.741,1,-5.71,1,0.074,0.0,0.035,0.189,0.978,81.5,4
TRK8E30FDEDAA,0.379,0.154,8,-15.4,1,0.039,0.842,0.92,0.158,0.39,101.7,4
TRK932FCE71C1,0.234,1.0,8,-5.07,0,0.025,0.158,0.403,0.353,0.267,71.0,4
TRK0B290738EF,0.705,0.778,3,-6.75,1,0.122,0.188,0.0,0.234,0.413,120.9,4
TRK30EA113C48,0.269,0.278,6,-19.11,1,0.025,0.861,0.852,0.0,0.351,53.2,4
TRK4F01678941,0.727,0.933,11,-2.55,1,0.101,0.081,0.099,0.241,0.563,116.9,3
TRKB32E3848E9,0.817,0.845,11,-2.71,0,0.1,0.089,0.0,0.166,0.666,119.6,5
TRK7E7AAEA7C1,0.683,0.873,5,-3.31,1,0.127,0.135,0.049,0.208,0.497,151.9,3
TRKCE91C24137,0.553,0.713,3,-9.07,1,0.083,0.355,0.068,0.105,0.507,94.5,4
TRK9E4B100E76,0.714,0.71,7,-7.85,1,0.05,0.133,0.039,0.174,0.589,,4
TRK6B48190E2E,0.242,0.889,10,-5.41,1,0.076,0.246,0.015,0.272,0.265,133.7,4
TRK54374848DC,0.438,0.32,5,-10.24,1,0.011,0.626,0.343,0.171,0.669,75.9,4
TRKDE85331537,0.277,0.264,9,-16.7,1,0.053,0.869,0.747,0.101,0.314,75.3,4
TRK6C05025C38,0.748,0.597,4,-4.02,0,0.0,0.276,0.132,0.11,0.575,123.3,4
TRK413FA7D523,0.428,0.517,11,-9.9,0,0.046,0.334,0.084,0.2,0.473,89.4,4
TRKBC916501AE,0.746,0.569,1,-7.58,1,0.268,0.031,0.0,0.123,0.513,111.0,4
TRK7A2466ECF1,0.878,0.597,2,-4.46,0,0.218,0.108,0.0,0.156,0.585,111.3,4
TRK3C46EB26EE,0.724,0.703,8,-5.85,1,0.091,0.11,0.113,0.137,0.682,113.7,4
TRKDFD7728074,0.462,0.793,2,-6.17,1,0.129,0.0,0.127,0.311,0.433,118.8,4
TRKC761E96EA8,0.558,0.64,0,-6.56,1,0.088,0.051,0.126,0.225,0.595,115.4,4
TRK135621BADF,0.517,0.152,1,-17.18,1,0.049,0.977,0.788,0.257,0.446,102.5,4
TRKCD087BEE18,0.823,0.795,11,-6.15,0,0.078,0.094,0.045,0.195,0.708,99.7,4
TRK3D3CDF7E3E,0.278,0.649,11,-8.98,1,0.088,0.283,0.158,0.158,0.528,107.3,4
TRKA8898E1EFA,0.796,0.664,1,-5.83,1,0.064,0.167,0.0,0.108,0.739,90.5,4
TRK80E3E4AF9A,0.708,0.788,4,-6.01,0,0.042,0.096,0.116,0.126,0.68,122.9,4
TRKE597D604EA,0.769,0.822,6,-2.81,0,0.09,0.008,0.089,0.2,0.303,131.0,4
TRK89171E086E,0.443,0.41,0,-9.54,1,0.046,0.53,0.484,0.189,0.452,117.8,4
TRK7720F16563,0.584,0.798,5,-5.74,1,0.116,0.093,0.026,0.25,0.458,121.4,4
TRK82C9E1830E,0.777,0.498,6,-5.87,1,0.058,0.212,0.06,0.193,0.51,93.0,3
TRKA61776FFD7,0.694,0.696,8,-6.28,1,0.088,0.361,0.164,0.169,0.567,124.4,3
TRK2CFA20FABF,0.818,0.788,2,-7.11,0,0.144,0.194,0.145,0.138,0.389,108.9,5
TRK65BF3827D9,0.589,0.295,0,-12.69,1,0.066,0.555,0.488,0.134,0.294,76.7,4
TRKE726A2C7A7,0.558,0.614,2,-5.16,1,0.006,0.254,0.0,0.166,0.482,86.0,4
TRKCFA1ED6A48,0.547,0.311,11,-12.12,1,0.012,0.445,0.673,0.038,0.538,65.9,4
TRKF5D8EE57A7,0.779,0.657,0,-4.56,1,0.071,0.178,0.054,0.05,0.36,104.5,4
TRKF2222D9E99,0.676,0.536,2,-6.56,1,0.084,0.095,0.0,0.214,0.818,124.6,4
TRK253155C67B,0.443,0.444,1,-7.31,1,0.07,0.135,0.139,0.079,0.547,75.7,4
TRKEF9F298A87,0.766,0.918,9,-0.4,1,0.088,0.267,0.088,0.32,0.106,123.1,4
TRK0B3DFDD206,0.797,0.842,6,-2.54,1,0.147,0.268,0.0,0.31,0.395,137.9,4
TRK0FB4FD3D9E,0.793,0.568,5,-5.42,0,0.257,0.396,0.068,0.147,0.53,113.8,4
TRK76EEE21BC8,0.717,0.873,7,-3.33,1,0.037,0.344,0.127,0.263,0.525,132.8,4
TRK2107ABC0F6,0.703,0.783,3,-1.54,1,0.146,0.133,0.061,0.087,1.0,107.5,4
TRKD8034884B1,0.567,0.35,6,-10.04,1,0.082,0.627,0.775,0.074,0.442,71.7,3
TRK2FF316EC27,0.553,0.857,11,-5.74,1,0.011,0.247,0.006,0.243,0.614,119.2,4
TRK1242819231,0.743,0.478,0,-7.18,0,0.046,0.469,0.24,0.142,0.469,108.1,4
TRK22E5AC88EB,0.515,0.716,7,-4.21,0,0.093,0.0,0.124,0.199,0.406,87.6,4
TRKBC41762F99,0.631,0.539,3,-7.51,1,0.196,0.044,0.0,0.128,0.423,91.8,4
TRK475056E5FC,0.33,0.814,1,0.93,1,0.114,0.238,0.265,0.288,0.544,118.6,4
TRKED2B5318D4,0.309,0.422,11,-7.64,0,0.044,0.539,0.21,0.199,0.451,91.4,4
TRK01DAB72C6C,0.627,0.452,7,-7.8,1,0.089,0.271,0.0,0.015,0.553,90.8,4
TRK17DB715B4B,0.331,0.488,11,-16.21,1,0.022,0.808,0.363,0.139,0.56,134.7,5
TRK039EBC7250,0.408,0.219,8,-14.73,0,0.016,0.437,0.675,0.202,0.539,86.7,4
TRK3AC7280B0E,0.308,0.217,9,-12.8,1,0.045,0.985,0.832,0.111,0.257,61.5,4
TRK0E3927DFC7,0.382,0.19,2,-12.14,0,0.009,0.874,0.854,0.169,0.478,50.0,4
TRK6B896E8FB1,0.382,0.783,9,-4.26,1,0.099,0.203,0.0,0.142,0.524,153.9,4
TRKFE6E0DB3BE,0.585,0.411,5,-15.46,1,0.053,0.907,0.566,0.162,0.582,140.9,5
TRKE6E9EC76A4,0.576,0.339,4,-7.66,0,0.026,0.503,0.069,0.206,0.44,109.2,4
TRK5A5C903194,0.461,0.563,4,-8.52,1,0.05,0.435,0.018,0.291,0.654,107.5,4
TRK2397DF2D42,0.517,0.467,11,-11.57,0,0.094,0.452,0.718,0.16,0.372,55.9,4
TRK4657F927C6,0.345,0.443,3,-9.96,1,0.03,0.742,0.329,0.154,0.59,83.0,4
TRKFC3583FA2D,0.675,0.825,9,-1.32,1,0.01,0.117,0.0,0.088,0.738,105.4,4
TRK5FE0904D18,0.246,0.993,5,-5.49,0,0.127,0.061,0.127,0.231,0.6,145.2,4
TRK8A0BDB3F3D,0.608,0.787,9,-3.31,1,0.063,0.306,0.0,0.204,0.504,144.6,4
TRKAE1C457E6B,0.791,0.838,3,-4.45,0,0.022,0.149,0.0,0.128,0.73,89.1,4
TRK1990FB976F,0.686,0.806,0,-5.21,1,0.059,0.235,0.022,0.06,0.696,113.6,4
TRK6092E97896,0.884,0.796,7,-3.93,1,0.024,0.019,0.275,0.082,0.654,117.5,4
TRK02ED12E319,0.766,0.446,1,-4.95,1,0.107,0.247,0.0,0.062,0.642,107.9,4
TRK2EF9E12711,0.455,0.583,6,-10.78,1,0.0,0.302,0.0,0.27,0.663,119.8,4
TRK9D88A1C81D,0.736,0.433,6,-7.37,0,0.063,0.23,0.0,0.045,0.587,112.8,4
TRK8970DC4962,0.55,0.506,2,-6.68,1,0.269,0.231,0.0,0.132,0.531,99.8,4
TRK1CE167AB12,0.271,0.296,4,-14.0,0,0.063,0.846,0.794,0.133,0.361,50.0,4
TRK4296E00B96,0.648,0.648,11,-7.98,1,0.089,0.149,0.145,0.179,0.646,111.6,4
TRK67B6187EC9,0.681,0.811,0,-3.56,1,0.066,0.217,0.129,0.083,0.415,107.0,4
TRK65320F78F2,0.619,0.41,8,-4.65,1,0.149,0.195,0.178,0.061,0.297,91.2,4
TRK36A65D6A16,0.487,0.223,2,-11.7,1,0.0,0.648,0.356,0.142,0.631,142.6,4
TRK587469A6A4,0.237,0.264,4,-17.14,1,0.0,0.781,0.974,0.138,0.325,95.3,3
TRKDA7B74C641,0.836,0.679,4,-3.8,0,0.071,0.095,0.0,0.208,0.708,100.7,4
TRKAB93A0EEB0,0.531,0.608,4,-0.53,1,0.104,0.004,0.0,0.133,0.667,133.0,4
TRKC1DF8A09B3,0.39,0.609,7,-6.74,1,0.0,0.295,0.0,0.184,0.381,91.8,4
TRK4B36DF4880,0.404,0.623,11,-6.83,0,0.044,0.163,0.0,0.046,0.264,86.4,4
TRKBEE7490D6B,0.733,0.806,1,-3.96,0,0.087,0.286,0.083,0.241,0.548,128.8,4
TRKBC443A5983,0.652,0.68,1,-6.38,1,0.152,0.0,0.139,0.238,1.0,120.1,4
TRK59F4E8DD2B,0.641,0.584,0,-6.48,1,0.168,0.178,0.0,0.155,0.625,98.2,4
TRK2BCCBC53CE,0.713,0.852,5,-1.34,0,0.04,0.0,0.18,0.125,0.477,126.6,4
TRKE84D4E8401,0.368,0.544,7,-7.49,1,0.097,0.49,0.0,0.146,0.278,123.0,4
TRK17DAFC4C69,0.685,0.76,11,-1.83,1,0.099,0.188,0.0,0.206,0.411,140.8,4
TRKB48F5DF01B,0.545,0.773,7,-4.54,1,0.241,0.131,0.023,0.163,0.59,80.9,4
TRK2917A7A1CC,0.753,0.656,2,-3.77,1,0.054,0.194,0.105,0.235,0.731,106.7,3
TRK105AC61C0E,0.226,0.15,1,-20.4,0,0.016,0.808,0.699,0.064,0.237,77.5,4
TRK84CC95829C,0.681,0.573,8,-7.69,1,0.09,0.246,0.0,0.0,0.121,88.0,4
TRK3AE820A363,0.743,0.618,2,-5.13,1,0.052,0.0,0.037,0.254,0.624,123.6,4
TRKE71E4E8E9C,0.576,0.388,9,-9.69,1,0.057,0.298,0.0,0.082,0.267,95.0,4
TRK084B3DF074,0.722,0.662,4,-6.13,0,0.104,0.0,0.0,0.137,0.684,,4
TRKCB18DEEF24,0.427,0.784,8,-7.17,0,0.015,0.215,0.0,0.3,0.581,133.7,3
TRK1AEC246DCD,0.801,0.649,1,-4.3,0,0.117,0.104,0.101,0.123,0.46,,4
TRK91F99C5E07,0.562,0.547,11,-10.24,1,0.157,0.207,0.085,0.11,0.426,88.3,4
TRK0FC9D8E832,0.768,0.58,8,-4.76,0,0.075,0.047,0.155,0.216,0.639,102.4,4
TRK4F72EC1DE6,0.504,0.783,3,-5.79,1,0.058,0.017,0.0,0.22,0.638,86.9,4
TRKC3026F929C,0.646,0.54,6,-8.87,1,0.05,0.305,0.017,0.131,0.598,77.9,4
TRKD042DB73EF,0.641,0.745,10,-10.85,0,0.05,0.204,0.035,0.108,0.516,120.2,4
TRKF9E71A5F45,0.552,0.933,9,-3.76,0,0.055,0.164,0.063,0.282,0.476,143.3,4
TRK9BA3BFDD29,0.778,0.663,7,-5.87,0,0.132,0.332,0.051,0.198,0.876,115.4,3
TRKE4E4FC8774,0.631,0.64,7,-8.75,0,0.082,0.224,0.124,0.181,0.484,131.9,4
TRK91A45E278F,0.749,0.508,11,-8.54,1,0.203,0.0,0.11,0.109,0.416,87.5,4
TRKE36E1028B6,0.661,0.543,3,-6.74,0,0.053,0.284,0.0,0.158,0.619,128.4,4
TRK95E119D67D,0.397,0.864,1,-7.77,1,0.0,0.149,0.0,0.31,0.621,158.0,4
TRK4B2D1FBF14,0.742,0.6,0,-8.07,1,0.074,0.189,0.066,0.201,0.587,114.6,4
TRK48FCA42186,0.817,0.774,8,-5.29,0,0.0,0.064,0.0,0.148,0.473,117.4,4
TRK4ADB2E9CCF,0.626,0.681,7,-3.34,0,0.119,0.266,0.0,0.227,0.522,123.2,4
TRKFA20A4F270,0.224,0.164,9,-12.84,1,0.0,0.911,0.836,0.048,0.361,71.6,4
TRKE390A605BA,0.731,0.581,3,-1.92,1,0.072,0.0,0.023,0.203,0.867,99.1,4
TRK7008134C94,0.741,0.729,6,-2.11,0,0.0,0.353,0.193,0.067,0.491,113.2,4
TRK03DE1BB9EB,0.6,0.789,7,-5.53,1,0.027,0.435,0.002,0.11,0.209,94.6,4
TRK7B356B7A29,0.748,0.724,6,-5.85,1,0.017,0.08,0.152,0.171,0.693,102.6,4
TRK9B1E19F83B,0.723,0.931,5,-6.24,0,0.123,0.149,0.012,0.134,0.743,110.8,4
TRK525DB1A3BE,0.518,0.666,4,-7.66,0,0.0,0.231,0.135,0.257,0.42,105.7,4
TRKD2BCE1F0B6,0.263,0.0,11,-17.59,0,0.038,0.756,0.782,0.194,0.385,111.4,4
TRKB796BBBCFD,0.55,0.877,8,-6.83,1,0.132,0.0,0.004,0.234,0.667,167.6,4
TRK232C59543E,0.722,0.558,9,-8.27,1,0.15,0.236,0.161,0.057,0.473,88.0,4
TRK98EF553293,0.587,0.683,1,-7.2,0,0.108,0.0,0.029,0.14,0.398,111.3,4
TRKB2FDC47B83,0.83,0.493,9,-8.28,1,0.089,0.342,0.0,0.061,0.409,77.5,4
TRK6DCE0F704E,0.481,0.222,2,-12.61,0,0.046,0.931,0.709,0.016,0.455,60.2,4
TRK64843B2E8D,0.748,0.74,4,-3.15,0,0.058,0.233,0.092,0.205,0.595,115.1,4
TRKD1A467558C,0.89,0.596,10,-4.38,1,0.044,0.246,0.026,0.219,0.672,115.2,4
TRKE37C6BAFE5,0.905,0.871,9,-5.52,1,0.037,0.069,0.053,0.135,0.514,119.1,4
TRK00B9049834,0.513,0.749,3,-3.91,1,0.086,0.166,0.093,0.302,0.397,140.3,4
TRK85B608BF67,0.63,0.593,8,-5.52,1,0.086,0.418,0.0,0.149,0.568,101.7,4
TRK0F94400FAF,0.519,0.558,5,-5.12,1,0.0,0.435,0.077,0.174,0.441,96.5,4
TRKECF58EDB8D,0.648,0.528,3,-6.02,0,0.179,0.147,0.0,0.109,0.28,97.8,4
TRKBCA66A4760,0.408,0.832,2,-3.56,0,0.075,0.077,0.0,0.35,0.406,140.4,4
TRKAEA6ABB49F,0.567,0.647,3,-3.71,0,0.126,0.087,0.017,0.274,0.406,131.5,4
TRKAF23C659B2,0.642,0.64,5,-5.11,0,0.013,0.26,0.255,0.087,0.486,77.5,4
TRKC981E50424,0.625,0.823,1,-4.31,1,0.083,0.134,0.0,0.119,0.778,111.7,4
TRK4C7E5EF625,0.703,0.733,9,-3.75,1,0.094,0.0,0.0,0.183,0.69,105.2,4
TRK3869580EC9,0.268,0.189,7,-16.84,1,0.025,0.91,0.927,0.134,0.212,104.2,4
TRK0A6628EA5D,0.67,0.801,6,-5.46,0,0.048,0.083,0.0,0.223,0.891,105.2,4
TRK75A76A4A5D,0.953,0.484,8,-6.06,1,0.141,0.234,0.051,0.126,0.689,103.2,4
TRKA0092322F7,0.756,0.786,1,-2.66,1,0.039,0.0,0.255,0.204,0.577,133.6,4
TRK72C8E413E6,0.643,0.728,3,-2.39,0,0.095,0.028,0.014,0.223,0.597,144.0,4
TRK79987060C0,0.529,0.372,3,-14.89,1,0.089,0.537,0.552,0.072,0.549,85.5,4
TRK7912708656,0.421,0.303,2,-11.38,0,0.019,0.522,0.574,0.187,0.525,81.0,4
TRK90B524A75A,0.327,0.668,6,-6.04,1,0.103,0.625,0.012,0.179,0.652,88.4,4
TRKA61A273B57,0.812,0.815,0,-4.51,1,0.094,0.0,0.017,0.155,0.741,107.5,4
TRK9B1E19F83B,0.723,0.931,5,-6.24,0,0.123,0.149,0.012,0.134,0.743,110.8,4
TRKBEC4EBCEAA,0.395,0.498,10,-7.42,1,0.043,0.444,0.162,0.099,0.428,85.4,4
TRKA493E7030B,0.753,0.509,7,-3.69,1,0.213,0.326,0.0,0.137,0.514,99.5,4
TRKA3F537787A,0.653,0.771,3,-5.88,1,0.063,0.116,0.0,0.151,0.881,125.1,4
TRK93EA34B8B0,0.268,0.292,0,-17.54,1,0.066,1.0,0.806,0.168,0.583,67.6,4
TRKC2BEF0A67C,0.678,0.485,0,-8.01,1,0.203,0.111,0.063,0.172,0.661,103.2,3
TRK31D41B3972,0.778,0.624,4,-7.59,1,0.044,0.182,0.042,0.218,0.468,103.3,4
TRK21089169DB,0.326,0.055,7,-17.11,0,0.01,0.989,0.944,0.018,0.463,122.4,3
TRK694FDCE929,0.545,0.68,0,-9.78,0,0.119,0.143,0.0,0.107,0.638,90.0,4
TRK70D9FBE31B,0.346,1.0,0,-2.25,0,0.081,0.0,0.0,0.257,0.161,105.0,4
TRKFD5F0AE1DB,0.419,0.79,1,-2.7,0,0.087,0.034,0.237,0.259,0.084,169.8,4
TRKE15568ABAF,0.446,0.725,0,-4.09,1,0.026,0.068,0.122,0.183,0.419,137.4,4
TRK0C5D0BCCDE,0.729,0.68,0,-5.0,0,0.095,0.27,0.08,0.099,0.667,105.1,4
TRKE1DCE5F44B,0.493,0.898,2,-5.0,0,0.067,0.0,0.083,0.254,0.377,140.7,4
TRK68A1B8DD60,0.841,0.483,5,-5.39,1,0.06,0.456,0.0,0.111,0.352,94.3,4
TRK64F70CF4FB,0.57,0.415,8,-6.49,0,0.0,0.422,0.082,0.145,0.662,97.4,4
TRK8BBDE665AA,0.307,1.0,10,-2.22,1,0.049,0.007,0.041,0.395,0.576,161.3,4
TRK3689D49FEE,0.661,0.492,11,-5.2,1,0.0,0.341,0.0,0.048,0.557,86.5,4
TRKE84D42DB3E,0.797,0.978,2,-3.62,1,0.062,0.0,0.0,0.261,0.623,139.3,4
TRKE3AB0697B6,0.613,0.836,0,-1.49,1,0.068,0.119,0.024,0.207,0.694,102.3,4
TRK308AA3B262,0.796,0.687,6,-1.19,1,0.031,0.038,0.107,0.194,0.639,126.6,4
TRK51BD4A4FB5,0.687,0.651,2,-4.77,1,0.073,0.169,0.0,0.29,0.512,121.2,4
TRK21334B6E6B,0.655,0.686,4,-8.22,0,0.073,0.028,0.024,0.087,0.613,94.6,4
TRK5B092BF99A,0.5,0.285,11,-7.61,1,0.104,0.714,0.2,0.048,0.261,121.4,4
TRK3EB949F4D6,0.575,0.611,2,-7.46,1,0.0,0.238,0.0,0.194,0.322,112.4,4
TRK0F5FD635C9,0.744,0.734,11,-5.59,1,0.095,0.243,0.0,0.193,0.845,106.5,4
TRK5F1535A9BE,0.568,0.851,10,-10.33,1,0.094,0.325,0.011,0.17,0.317,98.7,4
TRK3ED80D339E,0.628,0.407,2,-6.33,0,0.061,0.329,0.023,0.168,0.442,79.5,4
TRKAAD74DE289,0.767,0.664,10,-3.09,0,0.034,0.0,,0.234,0.748,145.9,3
TRK1309462BCD,0.511,0.858,11,-3.53,1,0.041,0.159,0.153,0.259,0.384,122.7,4
TRK2FFFC6042D,0.455,0.323,5,-9.27,0,0.068,0.73,0.311,0.201,0.465,128.9,4
TRKAEF8041DB1,0.587,0.789,11,-6.12,1,0.004,0.021,0.187,0.193,0.401,128.1,3
TRKC00B2999D5,0.518,0.14,0,-13.54,1,0.004,0.324,0.618,0.186,0.366,72.8,4
TRKACDE6CFC6B,0.414,0.651,7,-10.38,0,0.064,0.429,0.011,0.158,0.449,122.0,3
TRK4F8ECFA14B,0.732,0.687,0,-5.8,1,0.165,0.262,0.096,0.135,0.678,105.7,4
TRKDD0AAECA9F,0.5,0.46,7,-12.58,0,0.069,0.613,0.679,0.137,0.472,66.1,3
TRK5B57E9E185,0.308,0.103,10,-19.67,0,0.024,0.975,0.981,0.156,0.505,50.0,4
TRK27A142E80E,0.725,0.767,6,-5.85,0,0.079,0.286,0.016,0.25,0.457,121.3,4
TRK0B94D22416,0.411,0.495,0,-5.83,1,0.121,0.088,0.155,0.221,0.68,85.0,3
TRK6CF1851A7F,0.739,0.058,3,-14.2,1,0.09,0.364,0.671,0.087,0.294,79.0,4
TRKF246CBD95E,0.469,0.688,8,-3.64,1,0.048,0.309,0.223,0.202,0.345,134.8,4
TRK6FCC598833,0.368,1.0,11,-6.01,1,0.006,0.0,,0.327,0.128,156.5,4
TRK97164523E4,0.667,0.846,4,-7.48,1,0.124,0.244,0.221,0.201,0.471,125.5,4
TRK601AC9940F,0.799,0.448,1,-4.1,1,0.215,0.155,0.039,0.158,0.303,87.4,4
TRK2135FE0D9E,0.539,0.832,3,-2.86,0,0.0,0.0,0.007,0.269,0.394,82.9,4
TRK8331B36797,0.741,0.551,6,-5.93,1,0.024,0.289,0.0,0.181,0.739,100.4,4
TRKCA17A8CA65,0.759,0.744,9,-4.52,1,0.071,0.116,0.0,0.196,0.349,147.8,4
TRK073C9D8B8D,0.314,0.942,11,-5.99,0,0.089,0.194,0.23,0.308,0.368,131.5,4
TRK7AB037F265,0.708,1.0,2,-4.21,0,0.129,0.079,0.0,0.226,0.524,128.4,4
TRKC6C1DB3B9E,0.538,0.461,4,-9.24,1,0.013,0.073,0.0,0.134,0.507,90.0,4
TRKFD57B6A9F9,0.803,0.4,8,-5.63,1,0.054,0.263,0.036,0.002,0.259,98.8,4
TRK12F5BCAEC7,0.587,0.223,2,-12.45,0,0.055,0.759,0.638,0.173,0.283,75.4,4
TRK34731EB124,0.621,0.786,1,-3.29,1,0.116,0.207,0.087,0.213,0.555,161.3,4
TRK016831FBB8,0.858,0.881,0,-3.17,0,0.069,0.247,0.0,0.062,0.586,96.4,4
TRKFBC84853CB,0.804,0.716,7,-3.94,1,0.022,0.29,0.014,0.152,0.689,114.1,4
TRK4766198981,0.498,0.534,10,-6.26,0,0.003,0.048,0.0,0.255,0.513,104.1,4
TRK6758FF88E9,0.24,0.008,4,-13.96,0,0.0,0.757,0.887,0.194,0.343,92.8,4
TRK2DF1AB8923,0.579,0.589,0,-3.89,1,0.168,0.238,0.036,0.213,0.862,101.9,4
TRK71360BBAAB,0.432,0.504,11,-4.87,0,0.048,0.395,0.092,0.1,0.288,109.7,4
TRK0B8DAA85F6,0.782,0.694,9,-1.28,0,0.082,0.238,0.0,0.016,0.739,114.6,4
TRK7F968D6D08,0.901,0.555,8,-5.94,1,0.071,0.097,0.044,0.119,0.564,106.3,4
